Product Name;Variations;Rating;Username;Date;Review
Mainan Anak Fire Squad Fireman Truck - Truk Pemadam Kebakaran - Mainan Anak;Variasi: Tanpa Bubble;2;fakehfakeh;24/09/2023;Di kasih batrei gk hidup anak nangis minta ganti Ter paksa nyari2 di toko mainan
Mainan Anak bebek Lucu - Mainan Baterai Bebek lampu - PR17545 - Mainan Anak;Variasi: Packing Bubble;1;fandyklana;25/08/2023;Lumayan
Mainan Anak CHAMPION BASKET BALL Mainan Ring & Tiang Basket Ball Anak;Variasi: Packing Bubble;1;fanikirjb;15/02/2023;Tidak bisa ditiup, kelengkapan aksesoris kurang
Mainan Mobil METAL CLIMBING CAR 1:18 Mainan RC Mobil Remote Control;Variasi: Packing Bubble;2;faqiehalfaqh;04/10/2023;pas di coba ga nyala
Mainan Anak Jolly Penguin Jolly Track Balap Naik Tangga Mainan Bebek Naik Tangga Mainan Anak Jolly Bebek Jolly Duck;Variasi: 10PCS BEBEK,Packing Kardus;1;farah_maulida29;03/09/2023;Pesen yg 10 pck bebek yg Dateng cuma 5 biji, udah gitu harga terlalu mahal untuk mainan yg begini 72rb
Mainan Kosmetik Anak-Anak Set Tidak Beracun Putri Kecil Makeup Tas Mainan Anak;Variasi: Packing Bubble;2;farisya.icha;14/02/2023;udah minta packing bubble tp packingannya cm seadanya..kurang banyak bubblenya
Batterai AA Dynamax - Battery AA - Baterai AA - Batrei AA;None;1;fatdila.;28/05/2023;Batrai ny tidak d kirim padahal saia pesan batrai ny jg 2 pcs. Packing ny jg tdk rapi… rawan rusak. Saia kecewa berat. Padahal saia beli dua pcs utk ank saia
Mainan Anak GITAR UKULELE COKLAT Musikal Bayi Mainan Gitar Musik Anak;Variasi: Packing Bubble;1;fathirsaputra550;09/03/2023;Barang diterima dalalm keadaan rusak..gitar patah & senar copot...padahal sudah pake bubble wrap..sy rasa penjual kurang baik produk nya
Mainan Anak HAPPY HAMSTER Mainan Pukul Tikus Edukasi Musik Anak;Variasi: Tanpa Bubble;3;fauziarinanda;14/12/2023;Ikannya Tidak Ada
Mainan Mech Man Mainan Robot Angka Berubah Bentuk Mechman Angka 0-9 Mainan Anak Mech Angka;Variasi: Packing Bubble;1;fe6w0r7w5j;14/11/2023;Saya kira harga segitu robot angka nya dari 1 smp 0.ternyata cuma 1 pcs..kecewa
Mainan Anak PISTOL APEX KSL-416 Mainan Tembakan Series Pubg Soft Gun;Variasi: Packing Bubble;1;febriwahyudie;27/05/2023;Kali pertama kasih bintang 1 Barang rusak dikirm, mana g dimasukin pelurunya.. dia yg teledor eeh malah kita dsuruh order lg barang lain. Dichat konfm kl barang rusak, di videoin jelas..  malah bolah balik nanya nyuruh ngecas.. Di Chat nanya solusi,  sampe abis masa pengembalian, alhasil mainan g kepake..
Mainan Anak INERTIA STORAGE CONTAINER Truck Fire Truck Vehicle Alloy;Variasi: INERTIA BIRU,Packing Bubble;2;feliwardrobe;27/05/2023;Ada yg pecah tp tetap dikirim, kalo pecah di jalan pasti ada cuilannya.
Mainan Mobil CROSS COUNTRY TRUCK 1:28 Mobil RC Off Road Rock Crawler Remote Control;Variasi: Kuning,Tanpa Bubble;1;felix3407;18/10/2023;kontak buruk frekuensi pendekkk bagian depan mobil patah sangat buruk
Mainan Anak SPRAY FLAME TYRANNOSAURUS Mainan Dinosaurus Trex Dino Berasap;Variasi: Packing Bubble;2;fennymg;07/11/2023;Biasa banget, dus peyok2 kaya mainan second 🥲🥲🥲
Mainan Anak ALLOY CATAPULT DEFORMATION TRUCK Folding Track Die Cast;Variasi: Tanpa Bubble;2;fetynm;10/11/2023;Sebagian pengait patah. Jadi suka lepas2
Mainan Anak Home kitchen Cuci Piring Mainan Anak Kitchen Sink Jumbo Mainan Anak Best Gift;Variasi: Pink,Packing Bubble;2;finkywidya1311;13/11/2023;Barang kondisi pecah
Mainan Anak Fishing Game Murah Pancingan Ikan Pancing Ikan Mainan Anak Fishing Game - Mainan Anak;Variasi: Packing Bubble;1;fionsanz;16/07/2023;Sm skli ga bs main.mainan ikannya macet
Batterai AA Dynamax - Battery AA - Baterai AA - Batrei AA;None;1;fitababy;11/11/2023;Beli 2 dikirim 1
Mainan Anak FAMOUS CAR Mobil Remote Control Skala 1:22 Mobil RC Lampu;Variasi: Packing Bubble;2;fitababy;11/11/2023;Baru coba tombol kiri kanan gak berfungsi,jd cuma bisa maju mundur cantik aja
Mainan Anak INERTIA STORAGE CONTAINER Truck Fire Truck Vehicle Alloy;Variasi: INERTIA MERAH,Tanpa Bubble;2;fitriani3005;13/12/2023;ada bagian yg pecah
Mainan Anak Microphone Music Box Karaoke Dengan Microphone Koneksi Hp Mainan Anak;Variasi: Biru,Packing Bubble;3;fitriasafitri31;14/12/2023;biasa aja untuk hrga segitu kemahalan si
Mainan Anak CLIMBING RACING 1:20 / 1109 Mobil Remote Control Racing RC Car;Variasi: Packing kardus;2;fitrierohmawatie;28/12/2023;Tiap di hidupkan tombol on ny langsung muter ban mobilnya padahal remot control blom di tekan
Mainan Anak Jolly Penguin Jolly Track Balap Naik Tangga Mainan Bebek Naik Tangga Mainan Anak;Variasi: 10PCS BEBEK,Packing Kardus;1;fitrihanda888;24/06/2023;Mainan nya gak di bungkus bubble wrap.. dan tangga nya gak bisa jalan
Batterai AA Dynamax - Battery AA - Baterai AA - Batrei AA;None;2;fitrinabilasopiana;29/07/2023;Maaf saya kasih bintang 2, soal ny barang tdk berfungsi dgn baik, suara pistol nykecil sekali,,complen pun mengelak kta ny suara kecil, padahal d PP vidio suara ny keras,lebih parah lgi sekarang malah gk ad suara ny, jelas gini adanya udah krim bukti pun ttp bilang gt .yg jjr ya kak klu jualan,karna klu gini cs yg rugi
Mainan Anak Jazz Drum Mainan Anak - Mainan Alat Musik Anak Jazz Drum Mainan Edukatif Anak;Variasi: Packing Kardus;1;fitrirosiita;29/01/2023;Yang dateng ko kecil banget.  Kirain besar
Mainan Anak ORNAMENTS HAND BAG COSETICS Make Up 2in1 Koper Tas Beauty;Variasi: Packing Bubble;1;fitriyah.abdulloh;19/06/2023;G bs ditutup, satunya malah pecaaaah
Mainan Anak SPACE SHUTTLE Balok Susun Luar Angkasa Balok Roket Brick;Variasi: SHUTTLE 107PCS,Packing Bubble;2;fprcy;23/02/2023;Kerdusnya sobek padahal mau buat kado. Terus ternyata kecil banget🤦🏻‍♀️
Mainan Anak Keyboard Piano Doraemon Music Piano Anak Mainan Edukasi Mainan Anak;Variasi: Packing Bubble;3;fransiscayustamala;29/10/2023;Suara nya kayak mau mati² gitu (doremi) padahal baterainya baru. Terus suara gak sesuai sama not nya angka . Aneh 🙁 Gak sesuai sama harganya 😨
Mainan Anak Robot Robotan Deformed AIRC-RAFT & TANK Series Figure Set;Variasi: TANK COKLAT,Tanpa Bubble;2;fredricca;18/01/2023;Kondisi mainan kurang baik. Beberapa lem nya lepas n sengaja di ganjel.
Mainan Anak GANGSING UDARA & DARAT Ufo Terbang Lampu Led Luar Ruang;Variasi: Tanpa Bubble;1;g*****d;03/08/2023;Gak bisa terbang, bisanya nyamping
Mainan Kosmetik Anak-Anak Set Tidak Beracun Putri Kecil Makeup Tas Mainan Anak;Variasi: Packing Kardus;1;g*****d;03/08/2023;Order yg packing kardus dikrm tanpa kardus. Cm bubble tipis hasilnya mainan pecah. Yaudh iklasin aja. Semoga lain kali lebih amanah dan teliti
Mainan Anak Jazz Drum Mainan Anak - Mainan Alat Musik Anak Jazz Drum Mainan Edukatif Anak;Variasi: Tanpa Kardus;3;g*****y;29/12/2023;Biasa aja. Malah drum kecil bunyi nya aneh
RC Remote Mainan Mobil Remote Control Rock RC Crawler Offroad Alloy Material 1:18 Mainan Mobil Remote Kontrol Alloy Mainan Mobil RC Alloy Car;Variasi: 1:18 Alloy Hitam,Tanpa Kardus;3;gajahmada2;21/11/2023;Ada sslah satu yg rusak
Mainan Anak ROBOT GODZILLA KING MONSTER Bisa Jalan Lampu Dan Bersuara Godzilla Monster Robot Godzilla;Variasi: Packing Bubble;2;gamakomang12;20/12/2023;agak kecewa karena durinya ada patah
Mainan Anak BONEKA STROLLER DORONG Boneka Nanggis Boneka Dorong Anak 3thn+;Variasi: Packing Bubble;2;geblegghoni;17/10/2023;Roda belakang patah
Mainan Anak BONEKA STROLLER DORONG Boneka Nanggis Boneka Dorong Anak 3thn+;Variasi: Tanpa Bubble;2;gemanegara;18/09/2023;Bonekanya gak nyala
Mainan Anak Boneka KAKTUS SQUID GAME Goyang Menari Bisa Bicara;Variasi: Packing Kardus;1;ghalib_ghasini46;30/05/2023;Barang rusak yang dikirim, penjual tidak mau tanggung jawab,
Mainan Mech Man Mainan Robot Angka Berubah Bentuk Mechman Angka 0-9 Mainan Anak Mech Angka;Variasi: Packing Bubble;1;gilanggavina;09/11/2023;Kecewa barang dtng hanya angka 1
Mainan Anak CLIMBING RACING 1:20 / 1109 Mobil Remote Control Racing RC Car;Variasi: Packing kardus;1;gio_alfaruq;04/12/2023;gak bsa nyala,remot rusak
Mainan Anak FISHING GAME 15PCS Mainan Pancingan Ikan Anak Go fishing;Variasi: Packing Bubble;1;gisellahamzah;26/10/2023;Pnjualny GK amanah...beli pncingan ikan.. ddlmny iknny g ad...Bru prtma sih beli..GK lagi deh beli dtoko ini..kecewa bgt
Mainan Anak FLYING SPINNER BALL Flying Boomerang Ball Bola Terbang LED;Variasi: Tanpa Bubble;2;gitaandilaaprilia;06/09/2023;Maaf ya aku kasih bintang 2 semua nya bgs cuma pas mau ngcas aga susah kdg masuk kadang engga🙃
Mainan Anak Jazz Drum Mainan Anak - Mainan Alat Musik Anak Jazz Drum Mainan Edukatif Anak;Variasi: Packing Kardus;3;giviaandary12345;01/11/2023;Drum nya yg besar  lecet
Mainan Anak GUN SHOOT GAME NO.B13 HUNTING EQUIPMENT Tembakan Series Mainan Tembakan;Variasi: Tanpa Bubble;3;gky7pny2jw;09/11/2023;duuuh
Mainan Anak RACES SOFT GUN Mainan Tembakan Anak Mainan Tembakan Anak;Variasi: Tanpa Bubble;3;gky7pny2jw;09/11/2023;kecil sekali
Mainan Anak LEMPAR GELANG Ring Throw Ring Toss Lempar Cincin Ring Game;Variasi: Tanpa Bubble;3;gky7pny2jw;09/11/2023;lumayan bagus
Mainan Magnetic Ludo Game Chess - Ludo Meja - Mainan Anak - Mainan Anak- A116;None;3;gky7pny2jw;09/11/2023;barang kecil skali,, duuh
Mainan Anak HAPPY HAMSTER Mainan Pukul Tikus Edukasi Musik Anak Balita;Variasi: Packing Bubble;2;glafidsyaskin_yogyakarta;29/06/2023;Maaf yaa...tp ini dateng2 kok malah rusak mainannya...lepas semua tombolnya
Mainan Anak Jolly Penguin Jolly Track Balap Naik Tangga Mainan Bebek Naik Tangga Mainan Anak;Variasi: 10PCS BEBEK,Packing Kardus;1;grosir_batik_modern;29/05/2023;Biasany bnus batre trnyata ga
Mainan Anak RACING CAR 1:18 / V92960E RC Mobil Remote Control Driving;Variasi: Tanpa Bubble;1;grosir_korea_;09/11/2023;Baru sehari pakai sudah rusak, nggak sempat retur karena sedang sibuk 🫠🫠
Mainan Anak SPECIAL FORCE SOLDIER Tentara Tiarap Militer Merangkak New Tentara Merangkak Tiarap;Variasi: Packing Bubble;1;gudangnyafashionmurah;11/07/2023;Rusak barangnya
Mainan Anak MAINAN IPAD MINI Playpad Mini 2 Bahasa Ipad Mini Mainan Edukasi Edukatif Anak Balita - Mainan Anak;Variasi: Packing Bubble;1;gungunadiansyah;04/12/2023;jelek  gak nyala, mana itu buat hadiah langsung d kirim gk d video unboxing, karena yakin bagus, trnyata jelek. apa gk d coba dulu sebelum d kirim????
NEW Mainan Helikopter Remote Control RC Mainan Helikopter SNI Mainan Anak Helicopter;Variasi: Packing Kardus;1;guntur197;14/02/2023;Barang kurang bermutu gak bisa terbang
Mainan Kosmetik Anak-Anak Set Tidak Beracun Putri Kecil Makeup Tas Mainan Anak;Variasi: Packing Kardus;1;h*****0;18/07/2023;Barang datang dgn kondisi pecah
Mainan Anak PESAWAT AIRLINER Universal Pesawat Kartun Mata Bisa Gerak;Variasi: Pink,Packing Bubble;1;h*****0;31/10/2023;mohon lebih teliti lagi sebelum di kirim, karena isi paket tidak lengkap
Mainan Action Figure Transformers The Reformers Robot Optimus Prime Rboto Bumblebee - Mainan Anak Mecha Figure;Variasi: BUMBLEBEE,Tanpa Bubble;2;h*****1;19/12/2023;Ringkih bahan plastiknya kopong tipis bgt trnyta
Mainan Anak Jolly Penguin Jolly Track Balap Naik Tangga Mainan Bebek Naik Tangga Mainan Anak;Variasi: 10PCS BEBEK,Packing Kardus;1;h*****4;26/05/2023;Toko ini pelayananya buruk...kita beli barang isinya kurang kok gak mau dikembalikan di suruh beli barang lagi baru di kasih kekurangannya(jalur biru kurang satu)sebelum di kirim apa gak di cek
Mainan Anak 16A-2 Set Robot Batman Lampu - Robot Batman - Mainan Anak;Variasi: Packing Bubble;1;h*****5;18/07/2023;Barang rijek ko di kirim si , ini kaki nya patah dan ga ada patahan nya berarti bukan rusak di exspedisi tp emg barang rijek
Mainan Anak Jazz Drum Mainan Anak - Mainan Alat Musik Anak Jazz Drum Mainan Edukatif Anak;Variasi: Tanpa Kardus;1;h*****n;16/06/2023;Barang datang tp rusak gaesssss Barangnya jg lama nyampai Duh mengecewakan Jd gak asik nebuk2 drumnya
Mainan Anak TREE FROG BALANCED Keseimbangan Pohon Katak Mainan Edukasi;Variasi: Packing Bubble;3;h*****p;14/11/2023;Kurang seru krn main sm anak 4 th aja, udah oleng2 itu tiang. Tetep ga bisa jatuh itu kodok dan nampannya 😅 kecuali kodoknya kita toel2 baru ya jatuh. klo main simpan2 aja ga jatuh2 jd ga seru sih. Cuma jadi kaya main simpan2 kodok tanpa oleng aja 😅😅
Mainan Anak Remote Control RC JEEP OFF ROAD Vehicle Series Scale 1:18 Mainan Anak;Variasi: Merah,Packing Bubble;1;h.iyud;20/07/2023;batre cuma 1, bukan cash 3xAAA, adaptor cash'y jg ga ada,  cuman kabel doank,Beda model yg di pesan dengan yang di kirim, penjual tidak amanah
Mainan Anak INERTIA STORAGE CONTAINER Truck Fire Truck Vehicle Alloy;Variasi: INERTIA MERAH,Packing Bubble;3;h.s.ningrum;20/12/2023;Pertma beli, n pake bubblewrap trnyta pecah juga kirain mlindungi ... Kecewa
Mainan Anak Jazz Drum Mainan Anak - Mainan Alat Musik Anak Jazz Drum Mainan Edukatif Anak;Variasi: Packing Kardus;2;h.yudiwijaya;27/06/2023;barang datang pecah padahal udh tambah kotak
Mainan Anak BALOK SUSUN 500 PCS Mainan Edukasi Mainan Balok Susun Isi 500pcs Building Block Balok Susun;Variasi: Tanpa Bubble;2;h1d4y4;29/11/2023;Ternyata ukurannya kecil sekali
Mainan Mobil Container Diy Truk Isi 6 Pcs No.17419 - Container Truck Diecast Car - Mainan Anak;Variasi: SLIDE STORAGE CAR,Tanpa Bubble;2;hanafitria247;21/01/2023;kemahalan untuk harga sgitu
Mainan Anak 255PCS CITY TRUCK CREATE A ROAD Mobil Track Railcar Way;Variasi: Packing Bubble;2;hanggads87;01/07/2023;Kardus ada penyokan..kualis packing kardus jelek sekali.
Mainan Anak RACING CAR 1:18 / V92960E RC Mobil Remote Control Driving;Variasi: Packing Bubble;3;hanifsaffron;08/12/2023;yg dateng mbl polisi yg dipesan hitam polos
Mainan Anak BALOK SUSUN 500 PCS Mainan Edukasi Mainan Balok Susun Isi 500pcs Building Block Balok Susun;Variasi: Tanpa Bubble;2;hazelmylk;11/03/2023;Ternyata ukurannya mini, pas dipasang dan dilepas keras jadi agak susah untuk anak2, dan agak tajam ujung2nya
Mainan Anak CLIMBING RACING 1:20 / 1109 Mobil Remote Control Racing RC Car;Variasi: Tanpa Kardus;3;hendra_siregar8;15/11/2023;ok
Mainan Family Appliance Blender & Mixer LS8250 - Mainan Anak Blender - Mainan Anak;Variasi: Packing Bubble;1;hendyalvero;03/08/2023;Ini pemesananya ada squezze tapi dibuka gak ada isinya
Mainan Anak Boneka KAKTUS SQUID GAME Goyang Menari Bisa Bicara;Variasi: Packing Kardus;1;herdiantiantianti;31/08/2023;Barang tdk sesuai yg d pesan
Mainan Edukasi Anak NUMBER & ALPHABET PUZZLE Mainan Puzzle Kayu Anak;Variasi: ALPHABET,Tanpa Bubble;1;herlindaayus;11/05/2023;Lama. Padahal tujuan cm jkt utara Pesan hari minggu sampai nya kamis
RC Remote Mainan Mobil Remote Control Rock RC Crawler Offroad Alloy Material 1:18 Mainan Mobil Remote Kontrol Alloy Mainan Mobil RC Alloy Car;Variasi: 1:18 Alloy Biru,Packing Kardus;1;hermamia;25/06/2023;Br dipakai seminggu g ada aja ud g bisa nyala , pdhl batre full, pas kondisi br dtg batre full, jg g bisa cpt jalannya dahh elah hrg segitu lg
RC Remote Mainan Mobil Remote Control Rock RC Crawler Offroad Alloy Material 1:18 Mainan Mobil Remote Kontrol Alloy Mainan Mobil RC Alloy Car;Variasi: 1:18 Alloy Hitam,Packing Kardus;3;hndrkngrh;29/10/2023;belom ada seminggu, kabelnya udh ada yg putus trss jalannya jadi ngadet2 (maaf gada photonya karna sudah dikasih ke orang lain🙏🏻)
Mainan Anak SHOPPING CART 978-1 & 988-1 Mainan Keranjang Troli Anak;Variasi: Packing Bubble;3;hornycupcakes;15/12/2023;Kukira gede, ternyata kecil 🤣 soalnya pas live shopee gkbisa di spill
Mainan Anak WATER GAME / AK868 ELECTRIC WATER GUN Pistol Air Elektrik;Variasi: PINK,Packing Bubble;1;huang789zzz;26/06/2023;Dikasi unit tanpa batrai , sangaat sangat tidak memuaskan !!!
Mainan Dokter Set Koper Mika Mainan Pretend Play Edukasi Anak Dokter Mainan Anak;Variasi: Packing Bubble;3;hujd5j7aeo;18/12/2023;Pengonci box nya rusak 1.. suntikan g ada😭 Mungkin dokter gigi ky nya
Mainan Anak Jolly Penguin Jolly Track Balap Naik Tangga Mainan Bebek Naik Tangga Mainan Anak Jolly Bebek Jolly Duck;Variasi: 10PCS BEBEK,Packing Kardus;2;i*****0;16/07/2023;Kebetulan dapet yang gak mau jalan bebeknya , cuma suara doang, sudah coba konfir ke toko Karena sudah klik pesanan diterima gak bisa complain pengembalian 🥹🥹 Anggep bersedekah aja semoga tokonga makin berkah
Mainan Anak Home kitchen Cuci Piring Mainan Anak Kitchen Sink Jumbo Mainan Anak Best Gift;Variasi: Biru,Packing Bubble;1;i*****k;10/11/2023;tidak keluar air sama sekali, mau retur malah banyak drama seller nya!
Mainan Anak CLIMBING RACING 1:20 / 1109 Mobil Remote Control Racing RC Car;Variasi: Packing Bubble;1;ibnuakbar1;17/08/2023;Barang rusak ga bisa hidup
Mainan Anak Atm Celengan - Mainan Brangkas Mainan Nabung Uang Edukasi - Mainan Anak;Variasi: AVENGERS,Packing Bubble;1;ibtisyamz;12/07/2023;Sangat sangat kecewaa barg rusak kok dikirim, ga nyala sama sekalii,
Mainan Mech Man Mainan Robot Angka Berubah Bentuk Mechman Angka 0-9 Mainan Anak Mech Angka;Variasi: Packing Bubble;1;ibudzaki25;24/02/2023;Masa yg dikirim cuma 1 biji... Gmn nih tokonya yg amanah dong... Diketerangan isi 0-9...jangan nyari keuntungan sendiri dong... 😡😡😡
Mainan Anak MUSIC STYLE JAZZ DRUM JUMBO Mainan Alat Musik Anak Drum;Variasi: Packing Bubble;3;ichaintan;05/11/2023;Pas dateng dan buka udah patah begitu mau return kelamaan karna bocil dah kepengen mainin, lain kali packing aman bgt yaaaa pdhal kmrn pake bubble wrap saya
Mainan Anak Jazz Drum Mainan Anak - Mainan Alat Musik Anak Jazz Drum Mainan Edukatif Anak;Variasi: Packing Kardus;1;ida.laela13;06/07/2023;Kecewa yg dram yg satu nya pecah mungkin karna ketekan
Mainan Anak Jolly Penguin Jolly Track Balap Naik Tangga Mainan Bebek Naik Tangga Mainan Anak;Variasi: 10PCS BEBEK,Packing Kardus;1;idaastridahula;10/06/2023;Yg amanah dan lebih teliti lagi dong, barangnya gk lengkap jdinya gk bisa dipake itu mainan nya, nyari duit kok gitu klen
Mainan Anak RC CAR SPRAY 1:18 REMOTE CONTROL Mobil Remote RC Berasap;Variasi: Merah,Packing Kardus;2;idcleanerofficial;19/06/2023;Baru sehari sudah mati
Mainan Anak SARUNG TANGAN SPIDER HERO SPIDER Mainan Super Hero Anak;Variasi: Tanpa Bubble;2;idenk_st;17/07/2023;ok
Mainan Mobil Track Set Isi 6pcs Truck Combination Tho mas Train Container New Train Tho mas Isi 6 Pcs Mainan Anak;Variasi: ISI 6,Packing Bubble;1;idhadha569;03/02/2023;ada yg pecah
Mainan Anak Jazz Drum Mainan Anak - Mainan Alat Musik Anak Jazz Drum Mainan Edukatif Anak;Variasi: Packing Kardus;1;idhweasley;04/07/2023;Satu gendang drumnya robek. Huhu..
Mainan Anak Household Set Setrikaan Iron Setrika Mini Appliance Pink Strika Mainan Anak Strika Mini;Variasi: Packing Bubble;2;ikkenurkumala08;09/05/2023;Semua bagus sii,, tpi kaca strika nya pecahh
Mainan Anak BALL DRAW LOTS GAME Mattel Games Board Games Kids Games;Variasi: Tanpa Bubble;3;ima_rachma12;09/11/2023;Risih plastiknya retak Krn gampang retak sesuai  dg hrga
RC Remote Mainan Mobil Remote Control Rock RC Crawler Offroad Alloy Material 1:18 Mainan Mobil Remote Kontrol Alloy Mainan Mobil RC Alloy Car;Variasi: 1:18 Alloy Merah,Packing Kardus;2;imamabu94;02/11/2023;Padahal sih bagus barangnya kuat juga tapi Karena ini untuk kado ultah anak dan ternyata gak bisa untuk di belokin kanan kiri udah di chat sama adminya ttp aja gak ada solusinya ywdh jadi kesannya gagal dah tuh kado.. lain kali sblm dikirim di tes lagi berfungsi gak semuanya. Dah ah makasih
Mainan Monkey Balance Math Toy Game Belajar Matematika Monkey Balance - Mainan Anak;Variasi: Tanpa Bubble;1;indienasaraswati;24/06/2023;Pas barangnya dibuka dari dus ternyata batang timbangannya patah di dalam. Udah coba diperbaiki pakai super glue ga berhasil, pakai sedotan berhasil tapi ngga berfungsi timbangannya. Barang defect kok dikirim? :( Udah bayar mahal nih
Mainan Boneka Kucing Bisa Berjalan Dan Mata Nyala - Mainan kucing - Mainan Anak;Variasi: Tanpa Bubble;1;indraibra;14/09/2023;ok
Mainan Anak GITAR UKULELE COKLAT Musikal Bayi Mainan Gitar Musik Anak;Variasi: Packing Bubble;3;ipit96;21/12/2023;Harga terlalu mahal, tp terimakselah
Mainan Anak Jazz Drum Mainan Anak - Mainan Alat Musik Anak Jazz Drum Mainan Edukatif Anak;Variasi: Packing Kardus;1;ipul288;05/08/2023;BURUK
Mainan Anak Jazz Drum Mainan Anak - Mainan Alat Musik Anak Jazz Drum Mainan Edukatif Anak;Variasi: Packing Kardus;1;iramsetiawan14;17/05/2023;Paket baru dateng tapi knapa ini yg satu bolong gini gimna sih penjual mentang2 murah jngan kegiur harga murah heyy pemirsa jngan mau beli di toko ini nnti ancur semua 🤣🤣🤣
Mainan Anak HAPPY ZOO MINI GAME TABLE Meja Edukasi Musik Meja Mini;Variasi: Packing Bubble;3;irinafs;06/12/2023;Kecil bgt kirain semeja gitu
Mainan Anak Supreme Gun Mainan Pistol Uang Mainan Cash Toy Money Gun Mainan Anak Best Gift;Variasi: SUPREME GUN,Packing Bubble;2;irkhamkhafadin;03/04/2023;Update pengiriman yg bagus dan baik ... Masa Jabodetabek bisa 5 hari kacau
Mainan Anak Jazz Drum Mainan Anak - Mainan Alat Musik Anak Jazz Drum Mainan Edukatif Anak;Variasi: Packing Kardus;1;irmadhuha;01/03/2023;nyampe dibuka ternyata rusak
Mainan Anak SNIPER GUN Mainan Tembakan Series Pubg Machine Gun Series Tembakan Anak;Variasi: Packing Bubble;3;irmajhejhe;30/12/2023;Biasa saja
Mainan Anak INERTIA STORAGE CONTAINER Truck Fire Truck Vehicle Alloy;Variasi: INERTIA MERAH,Packing Bubble;3;ishqzen;23/12/2023;Patah pas di buka paketan nya Terus gimana ini
Mainan Anak Fire Squad Fireman Truck - Truk Pemadam Kebakaran - Mainan Anak;Variasi: Packing Bubble;1;isnainilukita;29/01/2023;Pengiriman buruk sekali, barang yg diterima pecah smua. Pengiriman barang itu dikaret2 dg brang lain
Mainan Anak Supreme Gun Mainan Pistol Uang Mainan Cash Toy Money Gun Mainan Anak Best Gift;Variasi: SUPREME GUN,Tanpa Bubble;1;ivandi_van;16/01/2023;Ngirim barang rusak
Mainan Anak Atm Celengan - Mainan Brangkas Mainan Nabung Uang Edukasi - Mainan Anak;Variasi: DORAEMON,Packing Bubble;2;izaalkamil;11/10/2023;Mainannya nggak bisa di mainkan saya & anak saya kecewa
Mainan Anak Karaoke Anak Set MIC Musical Microphone Mainan Edukasi & Hobi;Variasi: Packing Bubble;3;j*****3;23/12/2023;Baru sebentar digunakan, langsung rusak
Mainan Anak 2IN1 COMBINATION DOUBLE WATER GUN Tembakan Air Isi 2 Pcs;Variasi: Packing Bubble;2;j*****7;08/10/2023;begitu dateng lgsg di coba, ternyata bocor. bahan plastik nya tipis.
Mainan Anak MAGNETIC GAME 8-IN-1 Mainan Game Board Family Games Kids;Variasi: Packing Bubble;3;j*****l;01/12/2023;Produk bagus, packing tebal. Tapi ukurannya ternyata 20x20 bukan 24x24
Mainan Anak LOVELY SMART FAIRY Mainan Boneka Edukasi Anak Mainan Salon;Variasi: LOVELY MOTOR,Packing Bubble;3;j*****o;25/11/2023;Mau buat kado packingan cuma bubble n dus nya diks yg gak bgs. Ud di note buat kado mt dus bgs tetap aja dus nya jelek.
Mainan Anak FLYING SPINNER BALL Flying Boomerang Ball Bola Terbang LED;Variasi: Packing Bubble;2;j*****y;01/08/2023;Bru sebentar pake langsung low bat dan harus dicharge terus
Mainan Mandi DUCK SHOWER Kepala Shower Bentuk Bebek Semprotan Air;Variasi: Packing Bubble;1;j*****y;01/08/2023;Shower ga keluar, pdhal baterai baru
Mainan Mobil SLIDE STORAGE CAR Truk Besar Sliding & Pull Back Car New Car Slide Storage Mobil Perosotan;Variasi: Packing Kardus;2;j4diudp1mi;10/08/2023;Barang tdk spt pada gambar, dan bahan yg digunakan utk mainan berupa plastik yg sangat-sangat tipis sekali.,
Mainan Anak WATER GUN MINI 728 Water Gun Toy Gun Transparan Gun Colour;Variasi: Packing Bubble;3;jainurijackson;19/11/2023;Bocor
Mainan Anak Mobil-Mobilan koleksi Mobil Sport Car Mini Metal Sport Car Mainan Anak;Variasi: Tanpa Bubble;2;jainurijackson;19/11/2023;Sangat ringan
Mainan Anak SARUNG TANGAN SPIDER HERO SPIDER Mainan Super Hero Anak;Variasi: Packing Bubble;1;jaka091091;01/07/2023;Peluru cuma 2 bukan 3
Mainan Mech Man Mainan Robot Angka Berubah Bentuk Mechman Angka 0-9 Mainan Anak Mech Angka;Variasi: Packing Bubble;1;jamaluddinmisno;04/11/2023;barang bagus tapi isinya tidak cukup sya beli 3 kotak dikirim unit
Mainan Anak GITAR UKULELE COKLAT Musikal Bayi Mainan Gitar Musik Anak;Variasi: Tanpa Bubble;1;jaspertompulandreas;04/08/2023;Barang rusak saran saya gausa beli disini
Mainan Anak ROBOT MECHA-X REMOTE CONTROL Robot Lampu Robot Keluar Asap;Variasi: SILVER,Packing Bubble;1;javanese92;17/02/2023;barang rusak
Batterai AA Dynamax - Battery AA - Baterai AA - Batrei AA;None;3;javiersudira;13/12/2023;Paket sesuai pesanan,baterry cepat habis cuma beberapa putaran saja sudah habis.
Mainan Anak RC AUTO DOOR Remote Control Buka & Tutup Pintu Lewat Remot;Variasi: Packing Bubble;3;jayusnursalim809;04/11/2023;Tidak ada baterai tapi yang lain sudah bagus respon penjual juga cepat baru 2 hari sudah sampai
