Username;Review;Untruthful Opinion;Review on Brand Only;Non-Review;Review Length Short;Burstiness;Maximum Content Similarity;Extreme Rating
yyulianana14;Kurang worth it karena rapuh bgt padahal kalau sesuai fungsinya yang bisa digeser sana sini bisa2 dua kali tarik aja mungkin udah wassalam. Terus juga gak kuat untuk barang yg sedikit berat apalagi buat belajar anak yg notabennya bakal naruh tangannya di atas meja tanpa mikir mejanya kuat apa nggak, namanya anak-anak.;Palsu;Asli;Asli;Palsu;Asli;Palsu;Asli
z*****1;banyak yg rusak,plastiknya pd patah akhirnya dipakai tanpa ttp;Asli;Asli;Asli;Asli;Asli;Palsu;Asli
z*****2;kalau jualan jangan begitulah bang,masak barang rusak yang dikirim, mejanya kiri kanan sudah rusak dan besinya juga sudah bengkok, mintanya bintang lima, tapi kualitasnya begitu... mau dikasih kompensasi 5ribu, buat apa uang segitu..;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
z*****a;pesan khaki td datang warna lain, semoga lain kali bisa lebih teliti dan jujur jika memang warnanya tidak ada👍🏻;Asli;Asli;Asli;Asli;Palsu;Asli;Asli
z*****l;gatau deh mau salahin siapa. barang di packing pake kardus doang, lakban pun cuma 1x dibagian penutup (ya tipis bgt kan jadinya?) POnya juga lama kalo ga salah hampir 1.5bulan malah. pas diterima sama org rumah katanya kardus uda kebuka 1sisi, sayang banget ga bisa langsung cek & rekam karna lg di luar kota. ga kepikiran minta cek dlu juga sih (ini salah saya). pulang2 pas liat & buka eh uda rusak begini 😂 skrup nya pun cuma ada 3, kaya tau bgt yg 1 ga bakal dipake karna uda rusak kayunya wkwkwk;Palsu;Asli;Palsu;Palsu;Asli;Palsu;Asli
z*****m;chat admin barang kurang fast respon, kompensasi uang belum sesuai dengan kondisi kedatangan barang;Asli;Asli;Palsu;Asli;Asli;Asli;Asli
z*****n;Banyak yg lecet dan patah…sayang banget padahal termasuk mahal harganya;Asli;Asli;Asli;Asli;Asli;Asli;Asli
z*****w;"Kayu bagus, tapi tidak dikasih ""alat"" seperti yang di deskripsi Produk belom di pasang karena gada baut dan obeng";Palsu;Asli;Asli;Asli;Asli;Asli;Asli
z*****y;Sumpah kalo saya gaakan beli disini lagi, selain produknya bau kayu menyengat (saya beli lemari dari juni sampai sekarang baunya belum hilang). saya juga udah pembelian ke-2 kalinya tapi seller problematik, yang pertama (juni 2023) saya beli 3 barang: lemari, meja belajar, kursi. tapi meja belajar ga sampai dan saya kira lagi apes aja. Dan ini orderan saya yang kedua (nov 2023) ini barang tidak lengkap juga, saya order lemari dan kasur tapi kasurnya gaada 😩 diberi resi ga jelas, dichat pihak jnt katanya paketnya ada di padang dan ditempel 2 resi, KEK MANAAA INIII. Ini udah genap sebulan tanpa kejelasan sorry aja saya kasih bintang 1 biar gaada yang kejadian kayak saya, untuk seller coba lebih amanah lagi ya;Asli;Asli;Asli;Palsu;Palsu;Palsu;Palsu
z*****y;Pintunya ada yang patah, dan saya harus ngebor sendiri buat masang kakinya, wah instan sekali~;Asli;Asli;Asli;Asli;Palsu;Asli;Asli
z5e6a9dydd;SCAM SCAM SCAM!!! PESAN 2 BARANG YG DIKIRIM HANYA SATU!! WAYBILL NYA PALSU!!! BALIKIN UANG SAYA;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
zahrahafina;Tongkat yg buat gantungan bajunya gabisa di pasang, nanya ke admin jg ga jelas jawabannya;Asli;Asli;Asli;Asli;Asli;Asli;Asli
zaimam;barang diterima coel2 banyak rusaknya seller ga kooperatf pengiriman lama;Asli;Asli;Palsu;Asli;Asli;Asli;Asli
zakaria21;barang standar;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
zam_24;banyak penyok nyaa;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
zeni101802;Barang di kirim tidak sesuai jd tidak bisa dipasang  minta refund or solusinya apa sangat tidak responsif . Tidak ada solusi apa2 di diamkan saja . Kalau mau berkah jualannya jdlah seller yg profesional ya . Sekali aja beli di sini KAPOK !!!!!!;Asli;Asli;Palsu;Palsu;Asli;Palsu;Palsu
zenzen0014;masangnya susah, gak terlalu kokoh beda sama toko sebelah, termasuk mahal, alasan bawah tipis, kalo kena basah bisa langsung ambles;Asli;Palsu;Asli;Asli;Asli;Asli;Asli
zet2zet;Sulit merakitnya karena lembar petunjuk tidak jelas terlalu kecil. Kesulitan baca jenis mur/baut yg digunakan.;Asli;Asli;Asli;Asli;Asli;Asli;Asli
zey.rang;toko ini sangat tidak recommended,, kualitas barang2 nya sangat buruk👎;Palsu;Palsu;Asli;Asli;Asli;Palsu;Asli
ziekopapanyapedrosa;Mau ngerakit tp bingung...' saya kira sudah di rakit...';Asli;Asli;Asli;Asli;Asli;Asli;Asli
zulfikarrakhman;Barang ga di QC, buatan cina, baut kurang, gabisa dipasang;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
zurababyshop;barang yang dikirim tidak sama dengan yang di pesan;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
0m4t19xe3t;Kirain kotaknya aja yg seperti barang bekas ternyata barang nya sama jelek sama kotak nya dikirim barang yg patah . Jdi ngk ke pakek padahal itu untuk kado;Asli;Asli;Asli;Asli;Asli;Palsu;Palsu
0udm55m3z8;ko susah belok sama cepet mati;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
1d764wkjs6;Kurang puas,,batu batrenya kga ada.......;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
1kzgt1xjnl;buruk lecet;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
1zfwmml3n_;Barang yg dikirim tdk sesuai;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
2*****w;Mainan yang dikirim sudah rusak tidak bisa hidup lampunya. Sudah komplain tidak ada solusinya. Sebaiknya sebelum kirim di cek dulu mainannya. Jangan barang rusak dikirim.. merugikan orang..;Palsu;Asli;Asli;Asli;Asli;Palsu;Palsu
261281;Barang yg di kirim patah, trus dusnya dah koyak;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
27a.mulyana;Pengertian cepat tapi sayang barang tiba rusak ada yg pecah hadeh Dari kemasan kar sus bagus gk ada yg penyok.Tapi pas dibuka dalemnya pecah satu.;Palsu;Asli;Palsu;Asli;Asli;Palsu;Palsu
2qr6xylbok;Barang rusak kok dikirim;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
30jasmine;Barang ga berfungsi muter hanya suara musik;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
365sutrisno;patah sangat kecewa;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
3bqr83gvs4;udah macet2 bebeknya . melompat, baru juga dibelik;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
3eknebmitw;bagus,tetapi tidak sesuai harus nya besar ini malah kecil,saya mau di kembalikan lagi nih jelek,barang tidak ada ukuran;Palsu;Asli;Asli;Asli;Asli;Palsu;Palsu
4*****3;jelek ga bisa di pasang;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
4jog3i4nba;Baru datang lagsgung tidak bisa d jalnkn;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
4y2ptbyxha;Ban nya lepas dua duanya;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
5*****h;Bagus, cuma suara nya kecil gak keluar kayak ada yang putus kabelnya.. Kedepannya dicek lagi sebelum di kirim.;Asli;Asli;Asli;Asli;Asli;Asli;Asli
552xufudbo;Bagus;Palsu;Asli;Asli;Palsu;Asli;Palsu;Asli
5_2zjhr8xy;Udah mah Lama pas nyampe ada yang rusak pisan 🤦‍♀🤦‍♀mudah ²n ga terjadi ke yang lain;Asli;Asli;Asli;Asli;Asli;Palsu;Asli
629h7yvqt0;Mohon maaf saya kasih bintang 3, untuk senapan bagian depannya retak, padahal sudah pake bubble biar tidak terjadi kerusakan Pengiriman cepat;Asli;Asli;Palsu;Asli;Asli;Palsu;Asli
6q7ztisg2i;Kirain udh dpt batere,tp ga ada.... Over all bgs,berfungsi baik...Cuma sayang ga dpt batere aja,kayanya penjual lupa masukin atw emang sngaja ga d masukin yah;Palsu;Palsu;Asli;Asli;Asli;Asli;Asli
795hw17bbf;buruk... tangan nya patah di dalam kotak. padahal saya sdh bayar packing tambahan.;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
85ksxc11p9;Saya pesanny piano kok yang dateng cosmetics....;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
8marry;Uda bilang buat hadiah minta kardus yg bagus tetep dikirimnya yg penyok parah;Palsu;Asli;Asli;Asli;Asli;Asli;Palsu
8zda5w0hx1;Barang tidak lengkap tidak ada batre dan kabel untuk mengisi daya mobil remot;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
98joenita;tidak bisa hidup .;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
Pengguna Shopee;Kecewa tidak sesuai pesanan .pesan bebek luncur yg DTG malah mobil kecewa berat sebelum bungkus liat dulu dong pesan apa pembelinya bener kecewa dak suka dunia akhirat biar mainan sekalipun kecewa kecewa bgeeet;Asli;Asli;Asli;Palsu;Palsu;Palsu;Palsu
Pengguna Shopee;Sudah datang nya lama, harusnya paling lambat datang tgl 12/1/2023 dan baru sampai di tgl 22/1/2023, berfikir lah berkali2 untuk beli disini, dan jgn pakai expedisi shopee, karena akan delay, ini terahir saya pakai shopee, dan hapus aplikasi nya dari Hp saya;Asli;Asli;Asli;Palsu;Palsu;Palsu;Palsu
Pengguna Shopee;Remote ancur pecah harusnya di lapisi buble trap di dalam gardusnya biyar ga pecah;Asli;Asli;Asli;Asli;Palsu;Asli;Asli
__all;bolong/pecah;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
_gabycantik;Pas buka udah patah bolanya, sangat kecewa diharapkan admin mengganti mobil tersebut;Asli;Asli;Asli;Asli;Asli;Palsu;Palsu
_gord0n;jelek mobil pelan gk bisa belok;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
_odxitbplb;bagus sayang barangnya rijek;Palsu;Asli;Asli;Palsu;Asli;Palsu;Asli
_tzlf533r5;Bagus sih, tapii minus Kranjangnya pecah, owner kurang teliti pas dipacking.. huhu;Asli;Asli;Palsu;Asli;Asli;Asli;Asli
_x5s59_hd4;Gak sesuai yg diharapkan. Asal kirim sj ini toko;Asli;Palsu;Asli;Palsu;Asli;Palsu;Palsu
a*****1;Mobil nya lemah syahwat.belok kanan nya kadang bs kadang ga. Jarak remot dan mobil ga bs jauh.;Asli;Asli;Asli;Asli;Asli;Asli;Asli
a*****2;"Barang TDK sesuai dgn yg saya pesan saya SGT kecewa pesan masak""an yg di kirim dokter""an hrg nya LBH murah yg di kirim";Asli;Asli;Asli;Asli;Asli;Palsu;Palsu
a*****3;barang dikirim yg minus, harusnya sblm dikirim diperiksa dulu krn lampu2 yg bagian dpn ga ada yg nyala;Asli;Asli;Asli;Asli;Asli;Asli;Asli
a*****4;"Pengiriman lama.. Dus"" nya banyak yg penyok""   Ada yg patah pulaaa ampun dahhh untung sisanya bagus.. Di cek dulu barangnya sebelum dikirim";Asli;Asli;Palsu;Asli;Asli;Asli;Asli
a*****4;Jangan mengirim barang yang rusak.penjual tidak jujur.kalau barang tidak normal jangan dikirim.sangat kecewa;Asli;Palsu;Asli;Asli;Asli;Palsu;Palsu
a*****5;Tidak berfungsi;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
a*****7;Diterima dalam keadaan pecahh !! Patahhh .. Terimakasih sekali;Asli;Asli;Asli;Asli;Asli;Asli;Asli
a*****9;Barang pakai bublewrap tp penyok Gatau dr penjual atau gatau dr pengririman.;Palsu;Palsu;Asli;Asli;Asli;Asli;Asli
a*****9;kurang bagus protol Harga terlalu mahal dibanding toko lain;Palsu;Palsu;Asli;Palsu;Asli;Asli;Asli
a*****_;Dateng tetap patah walopun pake pengemasan buble Gk ada stiker fragile;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
a*****a;Mobil nya gak bs nyala sama sekali.. padahal uda charger & ganti baterai baru tp ttp aja gak bs 😢😢;Asli;Asli;Asli;Asli;Palsu;Palsu;Palsu
a*****a;Kereta nya ringkih, tidak bisa jalan d rel nya. Dan suka mati2;Asli;Asli;Asli;Asli;Palsu;Asli;Palsu
a*****g;Di kasih yg tulisannya ngeletek. Di minta pink, d kasi biru. 🙂 Udh pilih packing pake buble, sampe rumah kardusnya peot.;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
a*****l;Kelengkapan mainan kurang, jd mainan nya gbs berfungsi dgn baik. Rugi bgt beli ini dgn harga sgtu!!! Hrs nya harga 30rb ini;Palsu;Asli;Asli;Asli;Asli;Palsu;Palsu
a*****o;Udah pesen yg packing plus bubblewrap, tapi pas sampai box nya penyok2 dan bagian depannya bolong sampai mainannya keliatan. Padahal pesen buat kado tapi box nya jelek parah👎🏻👎🏻;Asli;Asli;Palsu;Asli;Palsu;Palsu;Asli
a*****p;Suara nya gak keluar. Rusak.;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
a*****q;Kecepatan pengiriman sangat baik, Belum termasuk baterai dan Sayang banget, butuh obeng kecil untuk pasang baterai tapi tidak tersedia dalam box.;Asli;Asli;Palsu;Asli;Asli;Asli;Asli
a*****r;Kotak basah padahal sudah pesan bubble wrap;Asli;Asli;Asli;Palsu;Palsu;Palsu;Palsu
a*****r;Kotak basah padahal sudah pesan bubble wrap;Asli;Asli;Asli;Palsu;Palsu;Palsu;Palsu
abaidhowi686;Packing sangat buruk,alhasil penyok semua. Ekspedisi jg gak niat di taroh di lantai kaya sampah;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
abby_bang12;Sayang bgt di kasih yang jelek gimana mau nyala kalau gada besi tempat batrenya;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
abdibdoel;lumayan;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
abdullahbinagil;mobil kecil nya dr bahan plastik yg murah bangeet harga truk nya aja bearti mahal ga worth it si menurut aku;Asli;Asli;Asli;Asli;Asli;Palsu;Asli
abusaad22;Bintang 3 dulu soalnya belum di coba;Palsu;Asli;Asli;Palsu;Asli;Asli;Asli
achonkhori;Kualitas jelek;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
adamdwiky13072016;mobilan cuma bisa maju mundur dan belok kanan,,ke kiri tidak bisa.;Asli;Asli;Asli;Asli;Asli;Palsu;Asli
adenia_xtray;Biasa aja;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
adhipratama235;Blm di coba;Palsu;Asli;Asli;Palsu;Asli;Palsu;Asli
adiahmad204;Warna nya pink,anak saya laki2,pdhal sudah saya chat mintaknya warna merah;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
adiss_21.;Sudah dipasang batre baru, tak nyala. Apalahh nii mainan tak ada bagus laa;Palsu;Asli;Asli;Asli;Asli;Asli;Palsu
adityabastian719;Bebek nya kecil banget;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
adri25;Ban mobil udah miring sebelah, badan mobil di angkat sedikit kecopt. Nyesel.;Asli;Asli;Asli;Asli;Asli;Asli;Asli
afifahkp01;kecil bgt kurang presisi;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
afrizalaris;Kurang bagus..respon ant sm bateray cpt low;Palsu;Asli;Palsu;Palsu;Asli;Asli;Asli
afza.lutfi;Barang cepat sampai,,tapi sangat kecewa,mobil tidak bisa jalan,roda tidak bergerak sama sekali,harusnya d cek terlebih dahulu sebelum d kirim,kurir baik dan ramah.;Palsu;Asli;Palsu;Asli;Asli;Palsu;Asli
ageths;Penjual mmg ga teliti atau mmg punya niat ga baik yg penting barang laku. Sebelum order sdh dtanyakan jenis rock crawler ready atau ga. dan dibilang ready. Tp yg dikirim malah yg police. Pdhl d note juga sdh dtulis;Palsu;Palsu;Asli;Palsu;Asli;Palsu;Asli
agianita;Baut buka batre pada gaada;Asli;Asli;Asli;Palsu;Palsu;Asli;Palsu
agianita;Baut buka batre pada gaada;Asli;Asli;Asli;Palsu;Palsu;Asli;Palsu
agung_warsa_xxx_;Barang nya sih bagus bisa nyala dan bergerak, hanya saya bahan yg rapuh, membuat sangat rentan rusak saat dikirim.. ada bagian punggungnya yg rusak alias pecah..;Asli;Asli;Asli;Asli;Asli;Asli;Asli
agussafiipasaribu;Tiangnya kurang satu, ga bisa dimainkan;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
agussalim834;Apaan kirain ukulele bener... ternyata main anak2 ini mah;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
ahmaddinalimin;Tombol turn off udah patah;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
ahmadsark;parah;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
ahzafresh;Sangat kecewa, tidak sesuai yg di video dan tidak sesuai,, ternyata Jelek bukan mobil Jeep,;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
ai6d4be3ip;gk ok;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
airhabalques;Mainan tidak berbunyi, seharusnya di cek dulu sebelum dibkirim. jadi kastemer tidak kecewa;Asli;Asli;Asli;Asli;Asli;Palsu;Palsu
aisyahputriultah;Drum kecilnya ada yg pecah 1 ,gak sempat foto;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
akhapoer;Remot kurang respon.;Asli;Asli;Palsu;Palsu;Asli;Asli;Asli
akuadrat28;Kecewa tidak sesuai drum nya bolong/robek padahal sudah minta packing extra dus;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
aldy_cd;Remuuuk gan jadi sampah ini mah;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
alfianhasibuan763;jelek, paking ny asal aj;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
alfianputrasetiawankoji;Seler yg meresahkan jgn beli dimari toko ga bertanggung jwb saya minta dikmbalikan tidak mau , minta gatmti uang bebeknya aja yg ga ada 5 gamau diretur banyak alesan ..hati2 guys;Asli;Palsu;Asli;Asli;Asli;Palsu;Palsu
alfizzanatasya1997;tidak mengeluarkan air;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
aliefalbianto;Toko Lupa memasukkan Baterai mobil (cas) kedalam kemasan paket. Paket datang tanpa baterai mobil, saya mengonfirmasi kepada penjual namun solusi yang diberikan saya sbgai customer harus menanggung ongkos kirim dari baterai yang lupa dimasukkan toko ini kedalam paket yg dikirimkan. Toko ini yang membuat kesalahan dengan tidak memasukkan baterai kedalam paket, tapi kami sebagai costumer harus menanggung kesalahan ini dengan membayar ongkir baterai yang lupa toko masukkan kedalam paket. Admin ramah, Toko TIDAK BERTANGGUNG JAWAB atas KESALAHAN TOKO sendiri. TOKO YANG LUPA MEMASUKKAN BATERAI KEDALAM PAKET, MALAH CUSTOMER YANG DISURUH BAYAR BIAYA PENGIRIMAN PAKET YANG LUPA TOKO KEMAS. TERIMAKASIH BANYAK, BERKAH REJEKINYA;Asli;Palsu;Palsu;Palsu;Asli;Palsu;Palsu
alinaherlina434;Gak Ada pancingan nya gmn ini gak Ada magnet nya;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
aliyonodicapriojuran;Tidak sesuai harapan;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
alleiafaras;mobil lampu menyala tdk bs maju;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
aluna25;Harus sambil di cas baru muter... Dikasih batrai, ga berfungsi;Asli;Asli;Asli;Asli;Asli;Asli;Asli
amaliahafizahq;Paket tidak sampai rumah,kurir tidak bisa baca jelas tertera alamat,selama saya pesan tidak pernah satupun paket yg salah antar tp yg 1 ini kurir sangat tidak bertanggung jawab sama sekali,tolong tanggapi pihak shope,jgn sampe terulang ke orng lain!!!!;Asli;Asli;Palsu;Palsu;Asli;Palsu;Palsu
amalinayosepha;Baru prtama pesan udah kcewa, toko nya tdak amanah, gak usah percaya tokonya tdak amanah Nyesal banget;Asli;Palsu;Asli;Asli;Asli;Asli;Palsu
ameliamavazah;Mainannya ada yg patah !;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
aminusatadianto;barang ada yg rusak‼️‼️;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
amoner2005;Mesin kadang mati sendiri, gak mau hidup;Asli;Asli;Asli;Palsu;Palsu;Asli;Asli
amoner2005;Mesin kadang mati sendiri gak mau hidup;Asli;Asli;Asli;Palsu;Palsu;Asli;Asli
andes129;Pengiriman lama,tidak sesuai dengan tanggal estimasi kdtangan,.;Asli;Asli;Palsu;Asli;Asli;Palsu;Palsu
andi1886;Bebeknya hanyut 1,,hanya 9bebek;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
andiksetyawan23;buruk sekali karena gak lengkap gak ada battry nya yg untuk mobilnya yg sesuai dgn yg ditawarkan ,,,Gak memuaskan;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
andreasyusmanto012;Pas dipake gak ada talinya gimana mau jadi spiderman kalo gak ada tali udah kaya mainan tembak panah, sangat mengecewakan;Asli;Asli;Asli;Asli;Asli;Palsu;Palsu
andrepurnama3006;Tidak menyala;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
andy_arsavine;Selaput gendangnya tipis dan mudah sobek;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
anggadarkprince;Pintu mobil yg kanan patah;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
anggadpras;Biasa;Asli;Asli;Asli;Palsu;Palsu;Palsu;Asli
anggadpras;Barang ada yg robek/rusak, gak ada jalan keluar! Suruh komplain ke expedisi, di tombol shope adanya ajukan pengembalian bukan komplain ke expedisi! Minta video unbox tp Kebetulan bukan saya yg buka jd yg unbox gak faham harus di video kn, tp dr pihak penjual juga gak ada video sebelum ngirim dr mana kita tau klo barang yg di kirim tdk cacat?!;Asli;Palsu;Asli;Palsu;Palsu;Palsu;Palsu
anggek_setiawan07;Cuma minta ganti orderan aja susah padahal mau beli yang lebih;Asli;Asli;Asli;Asli;Asli;Palsu;Asli
anggunalisia666;BURUKKKKK..Banyak baretnya ini second yahhh???;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
anggunofficialstore;Barang rusak dikirim bos Nipu banget klo jualan;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
anindyanaraswari;Banyak bagian yang kurang dan plastik yg kurang beda dengan plastik Lego yg lain.;Asli;Asli;Asli;Asli;Asli;Asli;Asli
anis.ashoponline;Kacau nih bilangnya paket diterima padahal belum nyampe;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
anitalarasati624;Penjual merespon dengan cepat, paket sampai dengan aman;Asli;Palsu;Palsu;Palsu;Asli;Asli;Asli
anitaprasasti241;Drum rusak satu;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
antirahma_12;Baru di buka tiba tiba pecah kaya gini, tolong di cek lagi sblm di kirim ke cust. Dan tolong diperbaiki lagi packing nya supaya ke cust di terima layak sesuai kategori. Sangat mengecewakan.;Palsu;Asli;Palsu;Asli;Asli;Palsu;Palsu
ap81480;Saya pesan yang squid game yang dateng malah iron man,, Anak saya kecewa berat;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
appink30;Baru 2 hari pake udah rusak battrei full tpi pas di    pasang di rc nya ngk mau jalan parah..;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
aprilapril791;Barang sampe tapi udah patah;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
ardi10495;kecil banget;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
ariekuswandari20;Bagus anak saya suka;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
ariistya;Ada yg rusak mainannya . Diganti batre juga ngga bisa . Sebelum dikirim belum dicek brarti oleh penjual Waktu diskusi pengembalian, jawaban dari penjual katanya harus dipasang batre dulu barangnya. Ketika saya beli batre dan pasang ternyata tetep ga bisa nyala .;Asli;Palsu;Asli;Palsu;Asli;Palsu;Asli
arionminerva;Barang ga nyala .udah gonta ganti batre. Sampe batre cas tetep ga nyala;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
arkanabi60;Barang smpe dgn selamat pengiriman jg cepat sayang kualitas produk gk sesuai expektasi;Asli;Asli;Palsu;Asli;Asli;Palsu;Asli
arlanpamungkas92;Barang rijek ngga layak, nga fungsi mending jgn beli ini bener;Palsu;Asli;Asli;Asli;Asli;Asli;Palsu
aryanananto14;Pengiriman sangat lama;Asli;Asli;Palsu;Palsu;Asli;Palsu;Palsu
aryzulfahmi;Mobil rc nya gajelas, masa diremot belokin kanan di mobilnya kekiri.;Asli;Asli;Asli;Asli;Asli;Asli;Asli
arzhealevryta;lampu & suaranya ga nyala;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
asbinh04;Tidak bisa jalan. Gak lolos qc;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
asheeqa_sagalabisa;Gimana si orang beli bukan minta koq seluncuran nya malah gada 1, terus gimana pake nya kalo brang nya aja gada 1;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
asrinyzebua;Sesuai;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
assegaf277;barang dikirim gabisa nyala . apa sebelum dikirim tidak di cek dlu . gmn sih quality control-nya . mau dibalikin jg percuma keburu anaknya ultah . terpaksa service trdekat . huft;Asli;Asli;Palsu;Asli;Asli;Palsu;Asli
astarinastiti;Dus penyok tak sobek. Padahal mau untuk kado;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
astawidarsana;Fatal. Mobilnya kurang 3. Solusinya hanya menguntungkan penjual dan merugikan pembeli. Ga ada effort untuk jaga reputasi toko. Tidak seperti statement yang ada pada deskripsi produk. Sangat mengecewakan. Terima kasih.;Asli;Palsu;Asli;Palsu;Asli;Asli;Palsu
astrid200914;Mancing ikannya susah gk ada magnetnya;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
asyaloe;Tidak nyala;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
atha_meo;Baru dateng yg buat stel senar ada yg patah.;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
atika.purnamasari;Minta yg perutnya putih tp dikasih yg kuning.. 😢😢;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
aulia_rizal;sayang gabisa nyalaaa mobilannya sangat kecewaa;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
auncemal721;Jebol sobek, capit buat drum besar nya ga kuat gampang copot;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
aur5lvned3;Ga mau hidup mainannya☹️;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
ayufaricaputri;Barang sampai di pontianak pecah. Bubble wrap hanya selapis. Mengecewakan sih. Mohon maaf tp saya tidak akan re-purchase di toko ini🙏🏻 Barang jg lama sekali sampai nya;Asli;Palsu;Asli;Asli;Asli;Asli;Palsu
ayules260600;Kecewa bgtt harga ya mahal tapi aku daptnya yg Zong 🥲;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
ayumahadi965;Sangat jelek..saya kira kayu..ternyata plastik..kecewa...;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
ayunolantika;untuk harga segitu buruk bgt mobil remotenya gabisa belok kanan kiri;Asli;Asli;Asli;Asli;Asli;Asli;Asli
ayushitasari;Mobil yg bisa lewat track berputar cuma 1 yg putih, yg 2 gak bisa, kaya mental gitu;Asli;Asli;Asli;Asli;Asli;Asli;Asli
ayuuuuuu96;Sangat kecil , tidak sesuai dengan di fotonya.;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
ayuwijayaaaaaa;Kalo jualan itu di coba dulu Jangan barang rusak di jual;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
ayylestarii;Ngga berfungsi;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
azrazahra379;SANGAT BURUK SEKALI GAK BAUT MOR NYA;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
